epoch,mode,sample,requested_C_H_O,generated_C_H_O,species_key,base_atom_indices,base_bonds,attached_h_per_base_atom,in_species_training_reference,correct_for_condition,termination
300,sampled,2481,"[2, 1, 0]","[2, 3, 0]",C2H3,"{0: 'C', 1: 'C'}","[(0, 1, 2)]","[1, 2]",True,False,STOP
300,sampled,2482,"[2, 1, 0]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 0]",True,True,STOP
300,sampled,2483,"[2, 1, 0]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 0]",True,True,STOP
300,sampled,2484,"[2, 1, 0]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,False,STOP
300,sampled,2485,"[2, 1, 0]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 0]",True,True,STOP
300,sampled,2486,"[2, 1, 0]","[2, 2, 0]",Unknown,"{0: 'C', 1: 'C'}","[(0, 1, 2)]","[1, 1]",False,False,STOP
300,sampled,2487,"[2, 1, 0]","[2, 2, 0]",C2H2,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 1]",True,False,STOP
300,sampled,2488,"[2, 1, 0]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[0, 1]",True,True,STOP
300,sampled,2489,"[2, 1, 0]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[0, 1]",True,True,STOP
300,sampled,2490,"[2, 1, 0]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,2491,"[2, 1, 0]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 0]",True,True,STOP
300,sampled,2492,"[2, 1, 0]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 0]",True,True,STOP
300,sampled,2493,"[2, 1, 0]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 0]",True,True,STOP
300,sampled,2494,"[2, 1, 0]","[2, 2, 0]",Unknown,"{0: 'C', 1: 'C'}","[(0, 1, 2)]","[2, 0]",False,False,STOP
300,sampled,2495,"[2, 1, 0]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 0]",True,True,STOP
300,sampled,2496,"[2, 1, 0]","[1, 1, 0]",CH,{0: 'C'},[],[1],True,False,STOP
300,sampled,2497,"[2, 1, 0]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 2, 0]",True,False,STOP
300,sampled,2498,"[2, 1, 0]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,False,STOP
300,sampled,2499,"[2, 1, 0]","[2, 2, 0]",C2H2,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 1]",True,False,STOP
300,sampled,2500,"[2, 1, 0]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 0]",True,True,STOP
300,sampled,2501,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2502,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2503,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2504,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2505,"[2, 1, 1]","[1, 1, 0]",CH,{0: 'C'},[],[1],True,False,STOP
300,sampled,2506,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2507,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2508,"[2, 1, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,2509,"[2, 1, 1]","[1, 1, 0]",CH,{0: 'C'},[],[1],True,False,STOP
300,sampled,2510,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 0]",True,False,STOP
300,sampled,2511,"[2, 1, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[2, 0, 0]",True,False,STOP
300,sampled,2512,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 0]",True,False,STOP
300,sampled,2513,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[0, 1]",True,False,STOP
300,sampled,2514,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2515,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'O', 1: 'C', 2: 'C'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 1]",True,True,STOP
300,sampled,2516,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2517,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2518,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2519,"[2, 1, 1]","[1, 1, 1]",HCO,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 1]",True,False,STOP
300,sampled,2520,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 0]",True,False,STOP
300,sampled,2521,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2522,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[0, 1]",True,False,STOP
300,sampled,2523,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2524,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[0, 1]",True,False,STOP
300,sampled,2525,"[2, 1, 1]","[2, 3, 1]",CH2CHO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 1), (1, 2, 2)]","[2, 1, 0]",True,False,STOP
300,sampled,2526,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2527,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'O', 2: 'C'}","[(0, 1, 2), (0, 2, 2)]","[0, 0, 1]",True,True,STOP
300,sampled,2528,"[2, 1, 1]","[2, 3, 1]",CH2CHO,"{0: 'C', 1: 'O', 2: 'C'}","[(0, 1, 2), (0, 2, 1)]","[1, 0, 2]",True,False,STOP
300,sampled,2529,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2530,"[2, 1, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,False,STOP
300,sampled,2531,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2532,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 0]",True,False,STOP
300,sampled,2533,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2534,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2535,"[2, 1, 1]","[1, 2, 0]",CH2,{0: 'C'},[],[2],True,False,STOP
300,sampled,2536,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2537,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[0, 1]",True,False,STOP
300,sampled,2538,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2539,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2540,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[0, 1]",True,False,STOP
300,sampled,2541,"[2, 1, 1]","[2, 2, 0]",C2H2,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 1]",True,False,STOP
300,sampled,2542,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2543,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[0, 1]",True,False,STOP
300,sampled,2544,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 0]",True,False,STOP
300,sampled,2545,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2546,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2547,"[2, 1, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 2, 0]",True,False,STOP
300,sampled,2548,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2549,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2550,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2551,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[0, 1]",True,False,STOP
300,sampled,2552,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2553,"[2, 1, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,2554,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'O', 1: 'C', 2: 'C'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 1]",True,True,STOP
300,sampled,2555,"[2, 1, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,2556,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2557,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2558,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2559,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2560,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2561,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2562,"[2, 1, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[2, 0, 0]",True,False,STOP
300,sampled,2563,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2564,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2565,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2566,"[2, 1, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,2567,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[0, 1]",True,False,STOP
300,sampled,2568,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2569,"[2, 1, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,2570,"[2, 1, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,False,STOP
300,sampled,2571,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2572,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'O', 2: 'C'}","[(0, 1, 2), (0, 2, 2)]","[0, 0, 1]",True,True,STOP
300,sampled,2573,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[0, 1]",True,False,STOP
300,sampled,2574,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 0]",True,False,STOP
300,sampled,2575,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2576,"[2, 1, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[2, 0, 0]",True,False,STOP
300,sampled,2577,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[0, 1]",True,False,STOP
300,sampled,2578,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[0, 1]",True,False,STOP
300,sampled,2579,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2580,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[0, 1]",True,False,STOP
300,sampled,2581,"[2, 1, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'O', 2: 'C'}","[(0, 1, 2), (0, 2, 2)]","[0, 0, 2]",True,False,STOP
300,sampled,2582,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 0]",True,False,STOP
300,sampled,2583,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'O', 1: 'C', 2: 'C'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 1]",True,True,STOP
300,sampled,2584,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'O', 2: 'C'}","[(0, 1, 2), (0, 2, 2)]","[0, 0, 1]",True,True,STOP
300,sampled,2585,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2586,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2587,"[2, 1, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,2588,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 0]",True,False,STOP
300,sampled,2589,"[2, 1, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 2, 0]",True,False,STOP
300,sampled,2590,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2591,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2592,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2593,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'O', 2: 'C'}","[(0, 1, 2), (0, 2, 2)]","[0, 0, 1]",True,True,STOP
300,sampled,2594,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2595,"[2, 1, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,2596,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2597,"[2, 1, 1]","[1, 1, 0]",CH,{0: 'C'},[],[1],True,False,STOP
300,sampled,2598,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 1, 0]",True,True,STOP
300,sampled,2599,"[2, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[1, 0, 0]",True,True,STOP
300,sampled,2600,"[2, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[0, 1]",True,False,STOP
300,sampled,2601,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 2, 0]",True,True,STOP
300,sampled,2602,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[2, 0, 0]",True,True,STOP
300,sampled,2603,"[2, 2, 1]","[2, 3, 1]",CH2CHO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 1), (1, 2, 2)]","[2, 1, 0]",True,False,STOP
300,sampled,2604,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[2, 0, 0]",True,True,STOP
300,sampled,2605,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'O', 1: 'C', 2: 'C'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 2]",True,True,STOP
300,sampled,2606,"[2, 2, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[0, 1]",True,False,STOP
300,sampled,2607,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[2, 0, 0]",True,True,STOP
300,sampled,2608,"[2, 2, 1]","[2, 3, 1]",CH3CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 1), (0, 2, 2)]","[0, 3, 0]",True,False,STOP
300,sampled,2609,"[2, 2, 1]","[2, 3, 1]",CH2CHO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 1), (0, 2, 2)]","[1, 2, 0]",True,False,STOP
300,sampled,2610,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 2, 0]",True,True,STOP
300,sampled,2611,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[2, 0, 0]",True,True,STOP
300,sampled,2612,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[2, 0, 0]",True,True,STOP
300,sampled,2613,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 2, 0]",True,True,STOP
300,sampled,2614,"[2, 2, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,False,STOP
300,sampled,2615,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[2, 0, 0]",True,True,STOP
300,sampled,2616,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[2, 0, 0]",True,True,STOP
300,sampled,2617,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[2, 0, 0]",True,True,STOP
300,sampled,2618,"[2, 2, 1]","[2, 3, 1]",CH3CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 1), (0, 2, 2)]","[0, 3, 0]",True,False,STOP
300,sampled,2619,"[2, 2, 1]","[2, 3, 1]",CH2CHO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 1), (0, 2, 2)]","[1, 2, 0]",True,False,STOP
300,sampled,2620,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[2, 0, 0]",True,True,STOP
300,sampled,2621,"[2, 2, 1]","[2, 3, 1]",CH3CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 1), (0, 2, 2)]","[0, 3, 0]",True,False,STOP
300,sampled,2622,"[2, 2, 1]","[2, 1, 1]",HCCO,"{0: 'O', 1: 'C', 2: 'C'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 1]",True,False,STOP
300,sampled,2623,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 2, 0]",True,True,STOP
300,sampled,2624,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 2, 0]",True,True,STOP
300,sampled,2625,"[2, 2, 1]","[2, 3, 1]",CH3CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 1), (0, 2, 2)]","[0, 3, 0]",True,False,STOP
300,sampled,2626,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[2, 0, 0]",True,True,STOP
300,sampled,2627,"[2, 2, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[0, 1]",True,False,STOP
300,sampled,2628,"[2, 2, 1]","[2, 3, 1]",CH3CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 1), (0, 2, 2)]","[0, 3, 0]",True,False,STOP
300,sampled,2629,"[2, 2, 1]","[2, 3, 0]",C2H3,"{0: 'C', 1: 'C'}","[(0, 1, 2)]","[1, 2]",True,False,STOP
300,sampled,2630,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 2, 0]",True,True,STOP
300,sampled,2631,"[2, 2, 1]","[2, 1, 1]",HCCO,"{0: 'O', 1: 'C', 2: 'C'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 1]",True,False,STOP
300,sampled,2632,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[2, 0, 0]",True,True,STOP
300,sampled,2633,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 2, 0]",True,True,STOP
300,sampled,2634,"[2, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[2, 0, 0]",True,True,STOP
300,sampled,2635,"[2, 2, 1]","[2, 2, 0]",C2H2,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[1, 1]",True,False,STOP
300,sampled,2636,"[2, 2, 1]","[2, 3, 0]",C2H3,"{0: 'C', 1: 'C'}","[(0, 1, 2)]","[2, 1]",True,False,STOP
